dataset_record_id,tweet_id,system,model,model_version_or_revision,generated_translation,generation_status,generation_timestamp,run_id,input_sha256,record_input_sha256,output_sha256,attempted,runtime_seconds,error_code,metadata_json
record:1a185cea2b94f0ca5396a5e0bf758e802ffd78fca6b587f0176de879629b9175,619786649325670400,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic on Zakir Hussain Marg is affected due to a fallen tree. Sorry for the inconvenience.,SUCCESS,2026-09-12T16:01:46.094461+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,6e4f373ff3a39c820ae7939c6a9a1dc4ea74294722e536ca272e02aa6f0baaa7,af0f94e00f7e1588e9239616e9ba74210a1bd60e688412151866e42068ebed93,True,5.452431,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1a2d2fa7032bf8fbb9123130970942b381c049228495b201bded4522b745ec12,907458397187932160,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert A tree has fallen on the R.K. Puram Sector 12 red light from Moti Bagh towards Vasant Kunj. Traffic is heavy.,SUCCESS,2026-09-12T16:01:51.556533+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,ce707befcfcb4d0eaa7f59571f723744c527fbb91114b2633b45fe55d8488a9a,81a0c7846fb91f149f16a1c1a82a031479ee1b8a1660670b351fc9c2347a77f0,True,13.790403,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1a6412ca0808c787fe06a957abdea55f0922ed28745a75e09a4dfe40abb2b929,612819892660740096,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Traffic will be affected due to water logging on Rani Jhansi Road and Kh093Crab Road, sorry for the inconvenience.",SUCCESS,2026-09-12T16:02:05.344702+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d3a4a26aea2681356240e0e1afcf35fb898fd6d94c69cc383fbf2e08cb7fce09,47d62e14f71c876e5831434639eb7e3d6d806a96448ae054bf46fcbf84d3747f,True,20.81302,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1ac37beef1333e065645d6d9934c904b71f229d8b0663ac16ce75cbc7102dfd2,1033289558874640390,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert From Jwalaheri Market via Ramdev Chowk, Club Road, North Avenue Road, Punjabi Bagh Central Market, the procession will go up to Punjabi Bagh Ring Road.",SUCCESS,2026-09-12T16:02:26.162882+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,4073cc1d4682bf4dcc4437bf342a0822cf17cc021810cdda02560922644e3368,13ac4d9857f403d29780ed44c03f9510095e36c1df8ec0c789be4deba3fad75f,True,21.178465,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1ac46b4b33a0100d987220d80f38e95694c6165e6b229094e335a0385831922b,565832116580392960,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Peeragarh\ u093Chi Chowk to Madhuban Chowk Traffic is normal, all diversions have been removed.",SUCCESS,2026-09-12T16:02:47.333789+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,50a26d0164eb6435b255d7656549be894e15c96b8df3f85b5d14867d446fb00f,d3757353627ca6877750103e605743ce3cbdbd7f1faa5b7b4d2f099ca2d5b905,True,7.400453,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1b69e82131be49ac8e98161588a1459a7b95a92e403b836f80507b34c406b2f5,1014826036926693376,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic on Kapashera to Dwarka route is disrupted due to a fallen tree. Please avoid this route.,SUCCESS,2026-09-12T16:02:54.734033+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,a60141b8a4ccb18b404ff2702d63662479aa362df4a04eb595b420ac4a6eb5cf,0a7bdc08b38066f749fedc72bf2c2130a89d6b6f699c0c47b27089aa49db1329,True,6.370057,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1c433b5e6356c0e2cae27f4136c2127d058d465cbccb2c22688609c179a5df87,876650752206295040,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Outer Ring Road from Nehru Place to Chirag Delhi due to tree fall in front of Pamposh Bus Stand,SUCCESS,2026-09-12T16:03:01.112003+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,a4cc84a6f4ea4a5b75f42ff80f145cbe0c3140fbeda02511f2d5cf1b050c3e61,18e4386c3cb6a815b6d08bd1fe0e5c7b7b00315ba2cf2563117bd2d9fc31c3c4,True,6.523113,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1d32da55d8f97b143eac31ba29056b588eb8097a544b1ec7a8f632193804ec2a,1068088517476048896,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert All India Kisan Sangharsh Coordination Committee march which is currently at Telco Chowk consisting of 700 to 800 people will reach Ramlila Maidan via Kadkadi Mod-Geeta Colony-Yamuna Bridge-Rajghat-Jawaharlal Nehru Marg.,SUCCESS,2026-09-12T16:03:07.628725+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,71da2df077b673471868d02f64bb970b060cbab11e80ef0a94b19a2b26ae5f44,f36112070f41fea689ff7d3fa0ead7d374f7c6546b4a3df22f77c34cbc05adc2,True,47.783001,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1d9ce28aad2f76ac73de34ef6d3cb3950bbd64fd944fb7ee06116d22e999d92d,1113028204967616512,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Corporation A DTC bus that caught fire near Hanuman Mandir Flyover on the route from Bodh Ghat to Rajghat has been removed.,SUCCESS,2026-09-12T16:03:55.412722+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,8908d8b1411a449fd3cf1c1e759a00398c05742615552c46af72b78b175196db,4f1bee86c9a65fe53fe16f0927926b0450e75648fc94ecbb9121fd46dde4c4a0,True,7.48048,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1e76edc29d0275831b5f9339ab483fda25497b23c21886456120f1ed5b8d646a,602084095590604800,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Candle marchers are on Kasturba Gandhi Marg due to which these routes are also affected and traffic has been diverted.,SUCCESS,2026-09-12T16:04:02.887981+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,b3fefa03bf9cf3e9de6a69b206bef73d6eb267cfc0676d99a01af108fb37627b,74d1d8f1eae26edc8cf3c8901ed5a9cab595acfd1bac9e5d5cc55482442a25ef,True,7.184949,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1e8c84ad718a905f9bf43018f55fc13513c2c7618fb9735aae9b4fb6300fd887,1089159257625251840,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Select City Mall Saket's both parking lots are full, cars are parked on the road, due to which traffic is affected.",SUCCESS,2026-09-12T16:04:10.085194+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,b3877dd3e4925bf69c63539107011dbd7181986e6afd76c1cb2a7db0fd2df414,8f7a083469cfbf4587a9f44be9a62b028bd309c6bd1a36c1086093fedff98913,True,6.882293,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1eaa2a93ab5870488dd50f6541184d17d78a99c3bb4e330478727a45163c4fd9,915174866537529344,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Bridge work is going on at Azad Market and Commercial Market is open today after 3 days holiday Sadar Bazar, Chandni Chowk 1 / 2",SUCCESS,2026-09-12T16:04:16.960674+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,0b6632cc7b8c52c6266fb0e4496e21182298d9b1eb2705e642b5bc0168513c1d,c63f1b06367dbc0b6500c5f026b475445c1e46d9b620f6154f27b6c58687471e,True,19.502623,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1eaea1bdf3c9c6adb0eba3395988ba16221a76b4b0a24c9894978f2d1663f571,1072336992942415872,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert A truck has broken down at the New Friends Colony red light on the way from Ashram to Badarpur, due to which traffic is disrupted.",SUCCESS,2026-09-12T16:04:36.462948+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,82c1e3e65ce8cf81b5a670303ea8113ea0074a3428cb1629800001f032cd5209,67de9bd9f806dddebb756364dff9dac39e49d0cc048c64d2960ea7ceeda26bb5,True,21.026589,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1f38661aa7cad46e1857dd1968e8f5c0976c6b4635ed1884830cf1c526e76d75,779887344505815040,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert A Delhi Jal Board pipeline has burst near Sevadham Primary School, Seemapuri affecting traffic here.",SUCCESS,2026-09-12T16:04:57.494503+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,d55a6582f5c8d98167af92a8ea2d1cf4b135a39c3c9ddf506a0f9d9e9b580228,508f35f619a74242ea268d76715599a19f48b2c6dd5bd53a56a677d4f798f5e1,True,14.207597,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1fdc7f506e5edecfa529d2ec5ff0f8c6c7d5dd4b61afd33a86000289dc161b74,1075950667221622784,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert On the way from Peeragarhi Chowk to Madhuban Chowk, there is oil spread over the flyover due to which there may be an accident, please avoid using this route.",SUCCESS,2026-09-12T16:05:11.689553+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,2c5c75f06e97fd305ce765bef4b89b7017263612a4e03f8a6e2f53a2d701569a,e65324d6d0a5a33bdc323707e0711ddc401285c14ccda5c32ab2f7b04e143478,True,10.22481,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1fe19da70e890b07fd75005ca5fd641c0000fa550cfdefcd51d09130d70db61f,1097771097628372992,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Ravidas Jayanti procession which started from Lahori Gate has reached Hamdard Chowk Asaf Ali Road.,SUCCESS,2026-09-12T16:05:21.927279+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,dd5ebed7ac9379f83fd68d40992c04da58d9c51f6ff0fe6d69855c94c1e7278f,cbbb2458ccb819cbe60d5a5557e7333ed30a7b461b56495139a558ed091f79ff,True,6.460496,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:1fe30d84a8a87aae78ef703dd39e53e654efb669e77c9ad5a3f30b1c67751349,885716959131713536,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Due to police bandobust, the route of buses has been diverted from R.K. Puram Sector 12 towards Vasant Vihar.",SUCCESS,2026-09-12T16:05:28.378487+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,cbc05ab0396935bb20203eedc1687e3868b82b699ef24d32039f7f9ac10a6d0a,d80b4affbad79d73fcea9764a37ac2dd8b58df64f5f81f4a6ab9ef04ded05692,True,18.142919,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:207f50ba5aafc2962c5a4c69ed42cc9ea6da4364a74824462fd936e3d0a3bdbe,911515605500489728,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert A-3 Block From Meera Bagh roundabout to Jwalaheri Market and Multan Nagar due to a tree falling near CGHS Dispensary,SUCCESS,2026-09-12T16:05:46.524667+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,2f5050bcffc8711eb6dcb48e78b7d7220864565fc44ca0996ca1bfd7d824229c,1ba68d80f9a53ef53e9ca9d4905f10e2a965b283705779960dacadbf894504f0,True,26.216863,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:2099e094ad6f88dd803d759b80e66e0ac5a6048fa161ab87dd8a0a8464340250,1075958018976768000,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert On the way from Madhuban Chowk to Mukarba Chowk, there is oil spread over the flyover due to which there is a possibility of an accident, please avoid using this route.",SUCCESS,2026-09-12T16:06:12.745229+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,7d2ab1ab114ddc75ccd65de686919a9b1ebb41024d84e5d9fc0fd442a8484658,04e08cc6c8bf8a2ec482aeec14f46eae70e038f7c70f080fae7d7a733ce3d598,True,16.617833,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:2133726f824db096ff82196002cab3f6247602d95d707b4d5ed7bd10848ac4ec,565142986968035328,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Ring Road to Ashram, Mathura Road Traffic is heavy.",SUCCESS,2026-09-12T16:06:29.358894+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,fd15761c1d60a30c6d7007357c86348eb67f0fd3121211fb755b9c072f73f9e6,988c69f3b49af204e24815c4974bf60b8428f590886469a8b676e583c09e27e9,True,3.815553,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:21420511a450f36ce3f470f2682dcc43a2b74fabf64a60c2a4989153774359f3,547730864256589826,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert The route from Patel Chowk towards GPO (Ashok Road\ u093C) is normal for traffic.,SUCCESS,2026-09-12T16:06:33.176698+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,991a74abc890754bb0b8d2532b65c657f108efd4b9b2d9f6ac0e5c915cc1553e,693a17156753753caaf40eb308291bfd62102d40defac4605e7167584ace172c,True,6.829307,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:214bd96347a28e5aae6c8649e99d72b7b8855ca82d840d24618107f63e19b862,1088076799584522240,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert Two cars have caught fire on Road No. 66 on the way from Anand Vihar to Apsara Border, due to which traffic is disrupted.",SUCCESS,2026-09-12T16:06:40.010930+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,2fe6d14e2894eff7d2c304f33549d83a705a8655ccb9432d5cdf7b8ac95c003d,d48fb010819fb5e010b32878d2dda5d8b40747bcf04a7b8a4c083fb158cb9ccc,True,11.222919,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:216d79ac08393b630efd1adff6e0823556542f0d1bd58c60982bddfebe8f1af3,1067225904378597377,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert A metro crane has broken down on National Highway 48 near Dhaula Kuan flyover affecting traffic.,SUCCESS,2026-09-12T16:06:51.235015+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,6edb83fe5f1d85bc9d4769b7fee323f23f408a459f9a86b60f73fe02f2680cf3,4bbec34038519101f23662cd5624eda3c6a07b08475f9ff2dd8ccb24a141cf97,True,20.163457,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:21758d03430a6ce6f09d29b872f6be7eb7c81a3f2f2e1f63470a2d1b3634b1f7,1063751418748776454,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,"Traffic Alert The tractor trolley that overturned near Mirsingh Market Narela has been removed, traffic is normal now.",SUCCESS,2026-09-12T16:07:11.401371+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,5fd919e6784121d1ad4b143583cb140d42171469cf15a47c16d4616bd8aac734,4fbb04d8c93415fcf2d8266b03e2ebc9b6c39d7f795d0cc2423271b7cd0207ff,True,19.290906,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:228887e2b70dbf58a2de28996967d417fe98a0734e2c2811670c224e563e1db5,920655518414249989,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Traffic going from Delhi Cantt towards Dwarka Flyover there is a bad bus!,SUCCESS,2026-09-12T16:07:30.692039+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,220413ad636b04a8c7efa2a10513e3537a1cf569b4887fded88c55eec594f8dc,65151a63ab44f5db1642f7ef97bc98b0d8ec9fbdbe398987d899cb25b00c1fae,True,14.210778,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:22ff48bd68f5d3a87694f1c5eddeea8d381638ae8d52c283e6c7a7808b97da42,916916177850343424,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Delhi Jal Board work is going on near Mahavir Enclave due to which traffic is high on Palam Dabri road.,SUCCESS,2026-09-12T16:07:44.896597+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,c26af401bb4dac2dffabcb59eb91e8f3f12a8151d1f52468dec5bfe6b848294a,6fd0647ab2fc766330326e0ae67e0b43b0b289421e36e296a962388651af0a7b,True,6.928486,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:2318f4ebf3eb4aef7a59c4ee287814a96c5094fd1485b7eb11c86abc4668cbc0,1051132093235978241,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Delhi Jal Board will be operational near Moti Bagh Chowk en route Moti Bagh Chowk to Rao Tularam from 2200 HRS tonight to 0500 HRS tomorrow morning.,SUCCESS,2026-09-12T16:07:51.830875+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,6999a177110868d9eea694b2c919dac2befd9c4b09e1048a912dd85d8be29820,4eaf3545c4ea927c45b9f4a6dbadb10f4dd418ddec4dfccef80917113b25b496,True,9.936327,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
record:234e5f621a73ad7ba9884b4ff0af3730cdab29fb34105bc5a3203a85a7750659,623865786541719552,indictrans2,ai4bharat/indictrans2-indic-en-1B,ai4bharat/indictrans2-indic-en-1B,Traffic Alert Some people may stage a sit-in on MB Road (Khanpur to Lado Sarai Sainik Farm House Gate No. 1).,SUCCESS,2026-09-12T16:08:01.762459+00:00,20260912_blind_v5,8d8f5fcab9e03c6a1dfc90d5a2bfc7a3f92959df7f202b8e9bd65a169f2d9337,56ab69533dc94aa9333690c1725fc1e564156fe0cba9808d15a07a54fdaeba7b,e97be32e625a5f9a9bb68fd38679ec01d3e66ff0db574bb1d8e3fbcd503ffc3d,True,7.303413,,"{""actual_model"":""ai4bharat/indictrans2-indic-en-1B"",""decoding"":""beam search, no sampling; reproducibility limited to pinned environment/hardware"",""device"":""cpu"",""revision"":""ac3daf0ecd37be3b6957764a9179ab2b07fa9d6a"",""seed"":20260912,""torch_version"":""2.14.0+cpu""}"
