dataset_row,tweet_id,dataset_id_raw,tweet_url,text_from_dataset_original,text_from_live_or_archived_source,retrieval_status,retrieval_source,retrieved_at,text_match_status,text_from_dataset_translated,translated_text_match_status,http_status,error,returned_url,author_url,evidence_sha256,text_match_status_initial,source_difference_class,material_source_text_difference,possible_translation_stage_spatial_change,severe_translation_stage_inspected
550,812225111000395776,8.12E+17,https://twitter.com/dtptraffic/status/812225111000395776,Traffic Alert Traffic is heavy at Jagat Puri Red Light due to breakdown of a DTC Bus No. DL1PC9379.,"Traffic Alert
Traffic is heavy at Jagat Puri Red Light due to breakdown of a DTC Bus No. DL1PC9379.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F812225111000395776&omit_script=true&dnt=true,2026-09-11T19:01:14.751393+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy at Jagatpuri Red Light due to breakdown of a DTC Bus No. DL1PC9379.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/812225111000395776,https://x.com/dtptraffic,7a05679ccfdb8f3c994bdaee842e131ea917cd955e5a8d82f51febeedc072c5a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
551,812196809497976833,8.12E+17,https://twitter.com/dtptraffic/status/812196809497976833,Traffic Alert Obstruction in traffic in the carriageway from ISBT Kashmeeri Gate towards Shastri Park due to breakdown of a bus near IT Park,"Traffic Alert
Obstruction in traffic in the carriageway from ISBT Kashmeeri Gate towards Shastri Park due to breakdown of a bus near IT Park",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F812196809497976833&omit_script=true&dnt=true,2026-09-11T19:01:14.829810+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from ISBT Kashmeeri Gate towards Shastri Park due to breakdown of a bus near IT Park,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/812196809497976833,https://x.com/dtptraffic,75ada1806625a933b9590a37feefd4f3bffa340f8f8efdb65d437c527c6d97c4,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
552,812193431162228736,8.12E+17,https://twitter.com/dtptraffic/status/812193431162228736,Traffic Alert Traffic will remain heavy on Maa Anand Mai Marg till 1430Hrs due to Friday prayer in Masjid at C-Lal Chowk.,"Traffic Alert
Traffic will remain heavy on Maa Anand Mai Marg till 1430Hrs due to Friday prayer in Masjid at C-Lal Chowk.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F812193431162228736&omit_script=true&dnt=true,2026-09-11T19:01:14.909960+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy on Maa Anand Mai Marg till 1430Hrs due to Friday prayer in Masjid at C-Lal Chowk.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/812193431162228736,https://x.com/dtptraffic,d44876c6f8c7fb5a0c3949a650d89c3c95eba89158a53a48510598caa37fe99b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
553,812118066033135617,8.12E+17,https://twitter.com/dtptraffic/status/812118066033135617,Traffic Alert Obstruction in traffic in the carriageway from Karol Bagh towards Dhaula Kuan due to breakdown of a Truck 1/2,"Traffic Alert
Obstruction in traffic in the carriageway from Karol Bagh towards Dhaula Kuan due to breakdown of a Truck 1/2",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F812118066033135617&omit_script=true&dnt=true,2026-09-11T19:01:14.945210+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Karol Bagh towards Dhaula Kuan due to breakdown of a Truck 1/2,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/812118066033135617,https://x.com/dtptraffic,bf01b47c5d88d0ae70e41abf7e6c4fcc83d5f73f8e30b308b9a851adb8ad6324,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
554,811835217249857536,8.12E+17,https://twitter.com/dtptraffic/status/811835217249857536,Traffic Alert Obstruction in traffic in the carriageway from Wazirabad towards Civil Lines due to breakdown of an LGV on Wazirabad Bridge.,"Traffic Alert
Obstruction in traffic in the carriageway from Wazirabad towards Civil Lines due to breakdown of an LGV on Wazirabad Bridge.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811835217249857536&omit_script=true&dnt=true,2026-09-11T19:01:15.089875+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Wazirabad towards Civil Lines due to breakdown of an LGV on Wazirabad Bridge.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811835217249857536,https://x.com/dtptraffic,65450752633c084524fd0a13acf41a6507a3c592dfcac2da2908e0d485188c85,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
555,811794616219561984,8.12E+17,https://twitter.com/dtptraffic/status/811794616219561984,Traffic Alert Breakdown DTC bus removed from the place near Bijwasan underpass.,"Traffic Alert
Breakdown DTC bus removed from the place near Bijwasan underpass.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811794616219561984&omit_script=true&dnt=true,2026-09-11T19:01:15.288371+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown DTC bus removed from the place near Bijwasan underpass.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811794616219561984,https://x.com/dtptraffic,1b338c9eb9387b35f421cfe0842995805dd28856c78e9368d8dff97375c1a51a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
556,811769358577897472,8.12E+17,https://twitter.com/dtptraffic/status/811769358577897472,Traffic Alert Obstruction in traffic in the carriageway from Dwarka towards Samalkha due to breakdown of a DTC bus near Bijwasan underpass.,"Traffic Alert
Obstruction in traffic in the carriageway from Dwarka towards Samalkha due to breakdown of a DTC bus near Bijwasan underpass.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811769358577897472&omit_script=true&dnt=true,2026-09-11T19:01:15.430486+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Dwarka towards Samalkha due to breakdown of a DTC bus near Bijwasan underpass.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811769358577897472,https://x.com/dtptraffic,d8527df688945049fa59e1b8094c61fed5dc78dc896a97c93f0d85c2d1059afc,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
557,811512221771517952,8.12E+17,https://twitter.com/dtptraffic/status/811512221771517952,Traffic Alert Obstruction in traffic in the carriageway from Peera Garhi towards Bhera Enclave due to ongoing Delhi Jal Board.,"Traffic Alert
Obstruction in traffic in the carriageway from Peera Garhi towards Bhera Enclave due to ongoing Delhi Jal Board.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811512221771517952&omit_script=true&dnt=true,2026-09-11T19:01:15.472467+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Peera Garhi towards Bhera Enclave due to ongoing Delhi Jal Board.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811512221771517952,https://x.com/dtptraffic,68d30b269bb4db3eb48656d8a8c9a47d0a97291dc10d724fe1be32939cf17c78,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
558,811443651033239552,8.11E+17,https://twitter.com/dtptraffic/status/811443651033239552,Traffic Alert Traffic is heavy on Yamuna Bridge Wazirabaddue to closer of pedestrian footpath. Kindly avoid the stretch.,"Traffic Alert
Traffic is heavy on Yamuna Bridge Wazirabaddue to closer of pedestrian footpath. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811443651033239552&omit_script=true&dnt=true,2026-09-11T19:01:15.578136+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Yamuna Bridge Wazirabaddue to closer of pedestrian footpath. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811443651033239552,https://x.com/dtptraffic,1d22b87e2eeec5fd165cd7e8e68ca11ec783d7c9ce8744dfebf441c56f4e2025,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
559,811432567010312192,8.11E+17,https://twitter.com/dtptraffic/status/811432567010312192,Traffic Alert Breakdown truck removed from Arjan Garh metro station.,"Traffic Alert
Breakdown truck removed from Arjan Garh metro station.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811432567010312192&omit_script=true&dnt=true,2026-09-11T19:01:15.645110+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown truck removed from Arjan Garh metro station.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811432567010312192,https://x.com/dtptraffic,f3c77c56e1691c4cf9634ac3201bf42bbcb0599569362fea4347874921485c95,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
560,811432158032109568,8.11E+17,https://twitter.com/dtptraffic/status/811432158032109568,Traffic Alert Obstruction in traffic in the carriageway from Gurgaon towards Delhi due to breakdown of a Truck near Shiv Murti.,"Traffic Alert
Obstruction in traffic in the carriageway from Gurgaon towards Delhi due to breakdown of a Truck near Shiv Murti.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811432158032109568&omit_script=true&dnt=true,2026-09-11T19:01:15.683149+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Gurgaon towards Delhi due to breakdown of a Truck near Shiv Murti.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811432158032109568,https://x.com/dtptraffic,3b2b0e33ce13d816381ca11e51d6fdc868a85992ca22d03e3cc420a93ed3ff02,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
561,811424469948329984,8.11E+17,https://twitter.com/dtptraffic/status/811424469948329984,Traffic Alert Obstruction in traffic from Mehrauli towards Gurgaon due to breakdown of a Truck near Arjan Garh metro station.,"Traffic Alert
Obstruction in traffic from Mehrauli towards Gurgaon due to breakdown of a Truck near Arjan Garh metro station.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811424469948329984&omit_script=true&dnt=true,2026-09-11T19:01:15.831176+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic from Mehrauli towards Gurgaon due to breakdown of a Truck near Arjan Garh metro station.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811424469948329984,https://x.com/dtptraffic,b41b656752242768826f9a4eab52b8c1012e73adb37337c522d6bd1ee3b80fe6,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
562,811420160745553920,8.11E+17,https://twitter.com/dtptraffic/status/811420160745553920,Traffic Alert Obstruction in traffic from Chintamani Restaurant towards Nand Nagri due to breakdown of a DTC bus near GTB Hospital.,"Traffic Alert
Obstruction in traffic from Chintamani Restaurant towards Nand Nagri due to breakdown of a DTC bus near GTB Hospital.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811420160745553920&omit_script=true&dnt=true,2026-09-11T19:01:15.858999+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic from Chintamani Restaurant towards Nand Nagri due to breakdown of a DTC bus near GTB Hospital.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811420160745553920,https://x.com/dtptraffic,b17a0be19777d35f7f18835db61eadb61a7118135ddd87cee060e2619c97d2b6,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
563,811418241394352128,8.11E+17,https://twitter.com/dtptraffic/status/811418241394352128,Traffic Alert Obstruction in traffic in the carriageway from ISBT towards Shastri Park due to breakdown of Two DTC buses.,"Traffic Alert
Obstruction in traffic in the carriageway from ISBT towards Shastri Park due to breakdown of Two DTC buses.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811418241394352128&omit_script=true&dnt=true,2026-09-11T19:01:16.122032+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from ISBT towards Shastri Park due to breakdown of Two DTC buses.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811418241394352128,https://x.com/dtptraffic,1d2e42d9bdfdebac7133af953795cdba1540e1653d48711959a92c6a6bdc7b12,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
564,811400009577009152,8.11E+17,https://twitter.com/dtptraffic/status/811400009577009152,Traffic Alert महिपालपुर से गुडगाँव की तरफ जाने वाले मार्ग में एक ट्रक पलट गया हैं जिससे यातायात प्रभावित हैं|,"Traffic Alert
महिपालपुर से गुडगाँव की तरफ जाने वाले मार्ग में एक ट्रक पलट गया हैं जिससे यातायात प्रभावित हैं|",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811400009577009152&omit_script=true&dnt=true,2026-09-11T19:01:16.241391+00:00,MINOR_FORMATTING_DIFFERENCE,"A truck has shifted from Mahipalpur to Gurgaon, on which traffic is affected.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811400009577009152,https://x.com/dtptraffic,ace81d024ed216e4fadc77f56c570410c15a0e4c90c7c249987e2481d1e02f45,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
565,811018528966864896,8.11E+17,https://twitter.com/dtptraffic/status/811018528966864896,part1/2..Traffic Alert कापसहेड़ा से रजोकरी मार्ग पर यातायात को एक लेन में किया गया है जिससे यातायात अधिक रहेगा I,"part1/2..Traffic Alert
कापसहेड़ा से रजोकरी मार्ग पर यातायात को एक लेन में किया गया है जिससे यातायात अधिक रहेगा I",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F811018528966864896&omit_script=true&dnt=true,2026-09-11T19:01:16.296547+00:00,MINOR_FORMATTING_DIFFERENCE,"part1 / 2.traffic from Kapashera to Rajokri route has been done in one lane, which will keep traffic high.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/811018528966864896,https://x.com/dtptraffic,4aa80ead367681ab60de51772bd9ed31ca546156bb162be1f3975da3a957f2ba,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
566,810762727543160832,8.11E+17,https://twitter.com/dtptraffic/status/810762727543160832,Traffic Alert Traffic will remain heavy from Rajendra Place towards Shadipur(Both Carriageways) due to demolition. Kindly avoid the stretch.,"Traffic Alert
Traffic will remain heavy from Rajendra Place towards Shadipur(Both Carriageways) due to demolition. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810762727543160832&omit_script=true&dnt=true,2026-09-11T19:01:16.433065+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy from Rajendra Place towards Shadipur(Both Carriageways) due to demolition. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810762727543160832,https://x.com/dtptraffic,46bc26a0b85d0cfe76cb78bdd4dc643a41000ab34061e38d7615b2521104466a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
567,810716947180638208,8.11E+17,https://twitter.com/dtptraffic/status/810716947180638208,Traffic Alert Traffic will remain heavy in the carriageway from Mehraulli towards Badarpur due to ongoing civic work near Tigri.,"Traffic Alert
Traffic will remain heavy in the carriageway from Mehraulli towards Badarpur due to ongoing civic work near Tigri.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810716947180638208&omit_script=true&dnt=true,2026-09-11T19:01:16.437379+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy in the carriageway from Mehraulli towards Badarpur due to ongoing civic work near Tigri.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810716947180638208,https://x.com/dtptraffic,79dd196b9d734d558ec565499cd03a811ccc05fe281bbe54118c97af34c5b9f8,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
568,810661835452088321,8.11E+17,https://twitter.com/dtptraffic/status/810661835452088321,Traffic Alert Obstruction in traffic in the carriageway from Gokul Dham to Palam Vihar due to ongoing road repairing work near CISF cut.,"Traffic Alert
Obstruction in traffic in the carriageway from Gokul Dham to Palam Vihar due to ongoing road repairing work near CISF cut.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810661835452088321&omit_script=true&dnt=true,2026-09-11T19:01:16.451650+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Gokul Dham to Palam Vihar due to ongoing road repairing work near CISF cut.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810661835452088321,https://x.com/dtptraffic,971adcfb36fb4083dee3b4b6a9b4de3efd76ada2abea89efa7073d871fd3b857,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
569,810386563544846336,8.10E+17,https://twitter.com/dtptraffic/status/810386563544846336,Traffic Alert Traffic is normal from Tara Apartment towards Govind Puri.,"Traffic Alert
Traffic is normal from Tara Apartment towards Govind Puri.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810386563544846336&omit_script=true&dnt=true,2026-09-11T19:01:16.628669+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal from Tara Apartment towards Govind Puri.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810386563544846336,https://x.com/dtptraffic,26d52f9b82084735e5cd4716bb0f8eef5c0b3845992afed5d8bb4b4437f6f119,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
570,810377788595302400,8.10E+17,https://twitter.com/dtptraffic/status/810377788595302400,Traffic Alert Obstruction in traffic in the carriageway from Tara Apartment to Govind Puri due to procession on Guru Ravidas Marg.,"Traffic Alert
Obstruction in traffic in the carriageway from Tara Apartment to Govind Puri due to procession on Guru Ravidas Marg.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810377788595302400&omit_script=true&dnt=true,2026-09-11T19:01:16.687684+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Tara Apartment to Govind Puri due to procession on Guru Ravidas Marg.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810377788595302400,https://x.com/dtptraffic,1ece6b3dc36de71d918534b0ab0af8840f555b702614fb79dccec8f5755c16a6,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
571,810338558187864064,8.10E+17,https://twitter.com/dtptraffic/status/810338558187864064,Traffic Alert Obstruction in traffic in the carriageway from Marignani Chowk to Old Seelampur due to ongoing Delhi Jal Board work.,"Traffic Alert
Obstruction in traffic in the carriageway from Marignani Chowk to Old Seelampur due to ongoing Delhi Jal Board work.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810338558187864064&omit_script=true&dnt=true,2026-09-11T19:01:16.921992+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Marignani Chowk to Old Seelampur due to ongoing Delhi Jal Board work.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810338558187864064,https://x.com/dtptraffic,57c86f149029f68c8ceea9d7ae6255b276817f55d8994483ef17b48a842f19a2,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
572,810074528642695168,8.10E+17,https://twitter.com/dtptraffic/status/810074528642695168,Traffic Alert Obstruction in traffic in the carriageway from Dhaula Kuan towards Mayapuri due to breakdown of a truck on Naraina Flyover.,"Traffic Alert
Obstruction in traffic in the carriageway from Dhaula Kuan towards Mayapuri due to breakdown of a truck on Naraina Flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F810074528642695168&omit_script=true&dnt=true,2026-09-11T19:01:17.033301+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Dhaula Kuan towards Mayapuri due to breakdown of a truck on Naraina Flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/810074528642695168,https://x.com/dtptraffic,a7ddd64f395a6ef06fb915561f76d3aa64b373fc26473dd92cc8ee2c742cf525,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
573,809784242548809728,8.10E+17,https://twitter.com/dtptraffic/status/809784242548809728,Traffic Alert Traffic is heavy in the carriageway from Moti Bagh towards RTR due to ongoing construction. Kindly avoid the stretch.,"Traffic Alert

Traffic is heavy in the carriageway from Moti Bagh towards RTR due to ongoing construction. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809784242548809728&omit_script=true&dnt=true,2026-09-11T19:01:17.044815+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from Moti Bagh towards RTR due to ongoing construction. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809784242548809728,https://x.com/dtptraffic,23db1eaae2414fef20b7ab194099a4da59b858cab52aec0790aaff9892b11028,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
574,809769252563521537,8.10E+17,https://twitter.com/dtptraffic/status/809769252563521537,Traffic Alert Traffic is normal from Rajouri Garden towards Punjabi Bagh.,"Traffic Alert
Traffic is normal from Rajouri Garden towards Punjabi Bagh.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809769252563521537&omit_script=true&dnt=true,2026-09-11T19:01:17.193706+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal from Rajouri Garden towards Punjabi Bagh.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809769252563521537,https://x.com/dtptraffic,94b30e072c1538b14ca6ecf4a850eba0467c081ad142a369a54976afc24216fb,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
575,809751427358670851,8.10E+17,https://twitter.com/dtptraffic/status/809751427358670851,Traffic Alert Obstruction in traffic in the carriageway from Rajouri Garden towards Punjabi Bagh due to breakdown of a bus.,"Traffic Alert

Obstruction in traffic in the carriageway from Rajouri Garden towards Punjabi Bagh due to breakdown of a bus.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809751427358670851&omit_script=true&dnt=true,2026-09-11T19:01:17.253168+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Rajouri Garden towards Punjabi Bagh due to breakdown of a bus.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809751427358670851,https://x.com/dtptraffic,f5979d9ab980f6a9d076e6fe4e0d18907708ce11b80e981239a56f98c766cdb3,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
576,809710935828885504,8.10E+17,https://twitter.com/dtptraffic/status/809710935828885504,Traffic Alert Traffic is normal from Rao Tula Ram Marg Flyover to Airport (both carriageways).,"Traffic Alert
Traffic is normal from Rao Tula Ram Marg Flyover to Airport (both carriageways).",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809710935828885504&omit_script=true&dnt=true,2026-09-11T19:01:17.296996+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal from Rao Tula Ram Marg Flyover to Airport (both carriageways).,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809710935828885504,https://x.com/dtptraffic,c8237a6379a9c44d4aee930b38eadd7cb0be0d18d0054121f28e525ebce0be9b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
577,809654619576016896,8.10E+17,https://twitter.com/dtptraffic/status/809654619576016896,Traffic Alert Traffic will remain heavy in the carriageway from Windsor Place to Jaswant Place due to procession.,"Traffic Alert
Traffic will remain heavy in the carriageway from Windsor Place to Jaswant Place due to procession.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809654619576016896&omit_script=true&dnt=true,2026-09-11T19:01:17.412562+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy in the carriageway from Windsor Place to Jaswant Place due to procession.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809654619576016896,https://x.com/dtptraffic,af79d924666a2698ec2e27b7f02c382023cacd652d28c1910ec6dddc1b1cbe0d,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
578,809643351108558848,8.10E+17,https://twitter.com/dtptraffic/status/809643351108558848,Traffic Alert Obstruction in traffic in the carriageway from Prashant Vihar towards Madhuban Chowk due to breakdown of a DTC Bus.,"Traffic Alert
Obstruction in traffic in the carriageway from Prashant Vihar towards Madhuban Chowk due to breakdown of a DTC Bus.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809643351108558848&omit_script=true&dnt=true,2026-09-11T19:01:17.433597+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Prashant Vihar towards Madhuban Chowk due to breakdown of a DTC Bus.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809643351108558848,https://x.com/dtptraffic,4450805d2d0e2c536d5d9408f4314b0c3e69a17ab7df2de2c941481debce92df,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
579,809627750839398400,8.10E+17,https://twitter.com/dtptraffic/status/809627750839398400,Traffic Alert Traffic is normal from Aruna Asaf Ali Marg towards Kishan Garh.,"Traffic Alert
Traffic is normal from Aruna Asaf Ali Marg towards Kishan Garh.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809627750839398400&omit_script=true&dnt=true,2026-09-11T19:01:17.783516+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal from Aruna Asaf Ali Marg towards Kishan Garh.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809627750839398400,https://x.com/dtptraffic,f674caf7deb5aec5babe77618d3c9c1ef12331abd2d1d14fd791ba77d2125bcb,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
